N,P,K,temperature,humidity,ph,rainfall,label
91.53,25.97,29.98,24.87,61.01,6.91,165.88,coffee
98.79,29.64,27.6,25.22,58.99,6.23,148.58,coffee
79.25,34.56,27.66,27.48,60.19,6.77,147.11,coffee
102.08,28.25,31.66,26.47,58.16,6.46,123.62,coffee
105.23,30.41,34.04,25.88,56.17,6.09,179.64,coffee
82.04,23.3,29.44,25.41,60.18,6.64,106.17,coffee
100.15,13.85,31.83,24.81,49.21,6.36,145.39,coffee
111.91,25.98,30.86,26.98,59.52,6.83,172.03,coffee
87.14,32.36,26.45,26.65,52.41,6.78,197.07,coffee
97.87,23.72,31.53,25.09,69.09,6.66,150.7,coffee
94.6,20.34,28.43,25.06,57.56,6.4,202.1,coffee
89.7,25.73,31.48,26.29,59.71,6.53,167.1,coffee
102.67,23.71,26.1,24.92,54.27,6.4,158.21,coffee
103.59,33.9,28.66,26.47,61.53,6.99,169.74,coffee
89.92,16.38,30.78,24.84,55.1,6.22,160.92,coffee
115.08,22.96,31.48,25.37,53.55,6.82,134.24,coffee
100.22,23.29,32.23,24.18,61.95,6.35,146.64,coffee
63.65,35.46,31.38,24.54,54.38,6.45,172.73,coffee
81.08,24.29,34.43,24.08,60.4,7.26,170.93,coffee
101.26,27.53,29.0,27.12,58.0,6.01,149.18,coffee
90.33,23.59,29.35,27.0,63.48,6.68,157.44,coffee
89.41,14.09,30.28,26.49,59.46,6.44,167.37,coffee
99.17,33.43,33.08,26.7,63.79,6.21,171.59,coffee
103.76,28.03,31.23,26.07,73.5,6.58,177.4,coffee
95.29,28.95,32.35,25.96,68.35,6.33,147.15,coffee
102.12,29.4,30.45,27.11,56.69,6.26,164.05,coffee
99.23,27.71,29.93,25.07,59.63,6.61,151.02,coffee
97.97,22.98,32.14,25.74,71.28,6.65,145.79,coffee
126.71,27.07,32.48,26.24,63.12,6.76,134.08,coffee
103.68,18.38,29.56,24.59,61.79,6.7,167.72,coffee
102.87,21.97,29.35,26.65,65.34,6.26,124.97,coffee
92.73,30.23,33.04,24.34,61.54,7.15,166.33,coffee
114.22,29.99,27.72,25.26,60.17,6.63,176.97,coffee
104.09,10.32,26.72,22.77,60.88,6.67,163.52,coffee
90.41,28.37,31.79,23.93,52.67,6.6,195.58,coffee
117.0,27.82,28.18,26.61,57.74,6.37,111.94,coffee
101.02,21.85,30.24,22.63,60.85,5.87,180.62,coffee
105.22,23.61,31.41,24.28,60.36,6.84,91.75,coffee
95.53,24.89,29.51,27.32,54.38,6.41,116.79,coffee
115.1,23.77,28.9,25.43,63.18,6.7,213.77,coffee
104.54,22.67,28.6,25.01,52.49,6.61,174.15,coffee
93.87,20.96,33.79,23.72,49.66,6.25,124.77,coffee
103.86,23.2,29.45,26.94,56.54,6.83,189.62,coffee
95.44,28.69,29.4,26.66,52.14,6.11,149.19,coffee
91.11,22.42,29.45,26.4,57.96,6.35,150.03,coffee
92.31,20.33,25.97,25.59,57.16,6.89,126.74,coffee
94.58,34.06,27.65,25.2,53.92,6.2,190.38,coffee
101.71,25.67,25.76,25.95,65.79,6.94,171.7,coffee
88.71,26.57,31.67,23.26,54.39,6.87,176.12,coffee
84.51,28.98,30.24,26.48,56.83,6.79,175.43,coffee
96.49,25.09,28.38,27.56,59.4,6.32,142.29,coffee
